surface	lemma	paradigm	semantic_id
מכניזם	מכניזם	ז,ע,יחיד,סמיכות	n_construct_singular
מכניזמי	מכניזם	ז,ע,רבים,סמיכות	n_construct_plural
מכניזמים	מכניזם	ז,ע,רבים	n_masc_regular
מכניי	מכני	ת,רבים,ז,סמיכות	adj_construct
מכניים	מכני	ת,רבים,ז	adj_unbound
מכניקה	מכניקה	נ,ע,יחיד	n_fem_regular
מכניקת	מכניקה	נ,ע,יחיד,סמיכות	n_construct_singular
מכנית	מכני	ת,יחיד,נ	adj_unbound
מכנית	מכני	ת,יחיד,נ,סמיכות	adj_construct
מכנס	מכנס	ז,ע,יחיד	n_masc_regular
מכנס	מכנס	ז,ע,יחיד,סמיכות	n_construct_singular
מכנסוני	מכנסון	ז,ע,רבים,סמיכות	n_construct_plural
מכנסונים	מכנסון	ז,ע,רבים	n_masc_regular
מכנסי	מכנס	ז,ע,רבים,סמיכות	n_construct_plural
מכנסיים	מכנס	ז,ע,רבים	n_masc_regular
מכנף	מכנף	ז,ע,יחיד	n_masc_regular
מכנף	מכנף	ז,ע,יחיד,סמיכות	n_construct_singular
מכנפי	מכנף	ז,ע,רבים,סמיכות	n_construct_plural
מכנפים	מכנף	ז,ע,רבים	n_masc_regular
מכס	מכס	ז,ע,יחיד	n_masc_regular
מכס	מכס	ז,ע,יחיד,סמיכות	n_construct_singular
מכסה	מכסה	נ,ע,יחיד	n_fem_regular
מכסה	מכסה	ז,ע,יחיד	n_masc_regular
מכסה	מכסה	ז,ע,יחיד,סמיכות	n_construct_singular
מכסות	מכסה	נ,ע,רבים	n_fem_regular
מכסות	מכסה	נ,ע,רבים,סמיכות	n_construct_plural
מכסחה	מכסחה	נ,ע,יחיד	n_fem_regular
מכסחות	מכסחה	נ,ע,רבים	n_fem_regular
מכסחות	מכסחה	נ,ע,רבים,סמיכות	n_construct_plural
מכסחת	מכסחה	נ,ע,יחיד,סמיכות	n_construct_singular
מכסי	מכס	ז,ע,רבים,סמיכות	n_construct_plural
מכסי	מכסה	ז,ע,רבים,סמיכות	n_construct_plural
מכסים	מכס	ז,ע,רבים	n_masc_regular
מכסים	מכסה	ז,ע,רבים	n_masc_regular
מכסת	מכסה	נ,ע,יחיד,סמיכות	n_construct_singular
מכפל	מכפל	ז,ע,יחיד	n_masc_regular
מכפל	מכפל	ז,ע,יחיד,סמיכות	n_construct_singular
מכפלה	מכפלה	נ,ע,יחיד	n_fem_regular
מכפלות	מכפלה	נ,ע,רבים	n_fem_regular
מכפלות	מכפלה	נ,ע,רבים,סמיכות	n_construct_plural
מכפלות	מכפלת	נ,ע,רבים	n_fem_regular
מכפלות	מכפלת	נ,ע,רבים,סמיכות	n_construct_plural
מכפלי	מכפל	ז,ע,רבים,סמיכות	n_construct_plural
מכפלים	מכפל	ז,ע,רבים	n_masc_regular
מכפלת	מכפלה	נ,ע,יחיד,סמיכות	n_construct_singular
מכפלת	מכפלת	נ,ע,יחיד	n_fem_regular
מכפלת	מכפלת	נ,ע,יחיד,סמיכות	n_construct_singular
מכר	מכר	ז,ע,יחיד	n_masc_regular
מכר	מכר	ז,ע,יחיד,סמיכות	n_construct_singular
מכרה	מכרה	ז,ע,יחיד	n_masc_regular
מכרה	מכרה	ז,ע,יחיד,סמיכות	n_construct_singular
מכרות	מכרה	ז,ע,רבים	n_masc_regular
מכרות	מכרה	ז,ע,רבים,סמיכות	n_construct_plural
מכרז	מכרז	ז,ע,יחיד	n_masc_regular
מכרז	מכרז	ז,ע,יחיד,סמיכות	n_construct_singular
מכרזי	מכרז	ז,ע,רבים,סמיכות	n_construct_plural
מכרזים	מכרז	ז,ע,רבים	n_masc_regular
מכרי	מכר	ז,ע,רבים,סמיכות	n_construct_plural
מכרים	מכר	ז,ע,רבים	n_masc_regular
מכשול	מכשול	ז,ע,יחיד	n_masc_regular
מכשול	מכשול	ז,ע,יחיד,סמיכות	n_construct_singular
מכשולי	מכשול	ז,ע,רבים,סמיכות	n_construct_plural
מכשולים	מכשול	ז,ע,רבים	n_masc_regular
מכשור	מכשור	ז,ע,יחיד	n_masc_regular
מכשור	מכשור	ז,ע,יחיד,סמיכות	n_construct_singular
מכשורי	מכשור	ז,ע,רבים,סמיכות	n_construct_plural
מכשורים	מכשור	ז,ע,רבים	n_masc_regular
מכשיר	מכשיר	ז,ע,יחיד	n_masc_regular
מכשיר	מכשיר	ז,ע,יחיד,סמיכות	n_construct_singular
מכשירי	מכשיר	ז,ע,רבים,סמיכות	n_construct_plural
מכשירים	מכשיר	ז,ע,רבים	n_masc_regular
מכשלה	מכשלה	נ,ע,יחיד	n_fem_regular
מכשלות	מכשלה	נ,ע,רבים	n_fem_regular
מכשלות	מכשלה	נ,ע,רבים,סמיכות	n_construct_plural
מכשלת	מכשלה	נ,ע,יחיד,סמיכות	n_construct_singular
מכשף	מכשף	ז,ע,יחיד	n_masc_regular
מכשף	מכשף	ז,ע,יחיד,סמיכות	n_construct_singular
מכשפה	מכשפה	נ,ע,יחיד	n_fem_regular
מכשפות	מכשפה	נ,ע,רבים	n_fem_regular
מכשפות	מכשפה	נ,ע,רבים,סמיכות	n_construct_plural
מכשפי	מכשף	ז,ע,רבים,סמיכות	n_construct_plural
מכשפים	מכשף	ז,ע,רבים	n_masc_regular
מכשפת	מכשפה	נ,ע,יחיד,סמיכות	n_construct_singular
מכתב	מכתב	ז,ע,יחיד	n_masc_regular
מכתב	מכתב	ז,ע,יחיד,סמיכות	n_construct_singular
מכתבי	מכתב	ז,ע,רבים,סמיכות	n_construct_plural
מכתבים	מכתב	ז,ע,רבים	n_masc_regular
מכתם	מכתם	ז,ע,יחיד	n_masc_regular
מכתם	מכתם	ז,ע,יחיד,סמיכות	n_construct_singular
מכתמי	מכתם	ז,ע,רבים,סמיכות	n_construct_plural
מכתמים	מכתם	ז,ע,רבים	n_masc_regular
מכתש	מכתש	ז,ע,יחיד	n_masc_regular
מכתש	מכתש	ז,ע,יחיד,סמיכות	n_construct_singular
מכתשי	מכתש	ז,ע,רבים,סמיכות	n_construct_plural
מכתשים	מכתש	ז,ע,רבים	n_masc_regular
מלא	מלא	ת,יחיד,ז	adj_unbound
מלא	מלא	ת,יחיד,ז,סמיכות	adj_construct
מלאה	מלא	ת,יחיד,נ	adj_unbound
מלאווח	מלאווח	ז,ע,יחיד	n_masc_regular
מלאווח	מלאווח	ז,ע,יחיד,סמיכות	n_construct_singular
מלאווחי	מלאווח	ז,ע,רבים,סמיכות	n_construct_plural
מלאווחים	מלאווח	ז,ע,רבים	n_masc_regular
מלאות	מלא	ת,רבים,נ	adj_unbound
מלאות	מלא	ת,רבים,נ,סמיכות	adj_construct
מלאי	מלא	ת,רבים,ז,סמיכות	adj_construct
מלאי	מלאי	ז,ע,יחיד	n_masc_regular
מלאי	מלאי	ז,ע,יחיד,סמיכות	n_construct_singular
מלאי	מלאי	ז,ע,רבים,סמיכות	n_construct_plural
מלאי	מלאי	ת,יחיד,ז	adj_unbound
מלאי	מלאי	ת,יחיד,ז,סמיכות	adj_construct
מלאיות	מלאי	ת,רבים,נ	adj_unbound
מלאיות	מלאי	ת,רבים,נ,סמיכות	adj_construct
מלאיי	מלאי	ת,רבים,ז,סמיכות	adj_construct
מלאיים	מלאי	ת,רבים,ז	adj_unbound
מלאים	מלא	ת,רבים,ז	adj_unbound
מלאים	מלאי	ז,ע,רבים	n_masc_regular
מלאים	מלאי	ע,רבים,ז	n_masc_regular
מלאית	מלאי	ת,יחיד,נ	adj_unbound
מלאית	מלאי	ת,יחיד,נ,סמיכות	adj_construct
מלאך	מלאך	ז,ע,יחיד	n_masc_regular
מלאך	מלאך	ז,ע,יחיד,סמיכות	n_construct_singular
מלאכה	מלאכה	נ,ע,יחיד	n_fem_regular
מלאכות	מלאכה	נ,ע,רבים	n_fem_regular
מלאכות	מלאכה	נ,ע,רבים,סמיכות	n_construct_plural
מלאכותי	מלאכותי	ת,יחיד,ז	adj_unbound
מלאכותי	מלאכותי	ת,יחיד,ז,סמיכות	adj_construct
מלאכותיות	מלאכותי	ת,רבים,נ	adj_unbound
מלאכותיות	מלאכותי	ת,רבים,נ,סמיכות	adj_construct
מלאכותיות	מלאכותיות	נ,ע,יחיד	n_fem_regular
מלאכותיות	מלאכותיות	נ,ע,יחיד,סמיכות	n_construct_singular
מלאכותיי	מלאכותי	ת,רבים,ז,סמיכות	adj_construct
מלאכותיים	מלאכותי	ת,רבים,ז	adj_unbound
מלאכותית	מלאכותי	ת,יחיד,נ	adj_unbound
מלאכותית	מלאכותי	ת,יחיד,נ,סמיכות	adj_construct
מלאכי	מלאך	ז,ע,רבים,סמיכות	n_construct_plural
מלאכי	מלאכי	ת,יחיד,ז	adj_unbound
מלאכי	מלאכי	ת,יחיד,ז,סמיכות	adj_construct
מלאכיות	מלאכי	ת,רבים,נ	adj_unbound
מלאכיות	מלאכי	ת,רבים,נ,סמיכות	adj_construct
מלאכיי	מלאכי	ת,רבים,ז,סמיכות	adj_construct
מלאכיים	מלאכי	ת,רבים,ז	adj_unbound
מלאכים	מלאך	ז,ע,רבים	n_masc_regular
מלאכית	מלאכי	ת,יחיד,נ	adj_unbound
מלאכית	מלאכי	ת,יחיד,נ,סמיכות	adj_construct
מלאכת	מלאכה	נ,ע,יחיד,סמיכות	n_construct_singular
מלאת	מלאת	נ,ע,יחיד	n_fem_regular
מלאת	מלאת	נ,ע,יחיד,סמיכות	n_construct_singular
מלאת	מלא	ת,יחיד,נ,סמיכות	adj_construct
מלבוש	מלבוש	ז,ע,יחיד	n_masc_regular
מלבוש	מלבוש	ז,ע,יחיד,סמיכות	n_construct_singular
מלבושי	מלבוש	ז,ע,רבים,סמיכות	n_construct_plural
מלבושים	מלבוש	ז,ע,רבים	n_masc_regular
מלבלב	מלבלב	ת,יחיד,ז	adj_unbound
מלבלב	מלבלב	ת,יחיד,ז,סמיכות	adj_construct
מלבלבה	מלבלב	ת,יחיד,נ	adj_unbound
מלבלבות	מלבלב	ת,רבים,נ	adj_unbound
מלבלבות	מלבלב	ת,רבים,נ,סמיכות	adj_construct
מלבלבי	מלבלב	ת,רבים,ז,סמיכות	adj_construct
מלבלבים	מלבלב	ת,רבים,ז	adj_unbound
מלבלבת	מלבלב	ת,יחיד,נ,סמיכות	adj_construct
מלבן	מלבן	ז,ע,יחיד	n_masc_regular
מלבן	מלבן	ז,ע,יחיד,סמיכות	n_construct_singular
מלבני	מלבן	ז,ע,רבים,סמיכות	n_construct_plural
מלבני	מלבני	ת,יחיד,ז	adj_unbound
מלבני	מלבני	ת,יחיד,ז,סמיכות	adj_construct
מלבניות	מלבני	ת,רבים,נ	adj_unbound
מלבניות	מלבני	ת,רבים,נ,סמיכות	adj_construct
מלבניי	מלבני	ת,רבים,ז,סמיכות	adj_construct
מלבניים	מלבני	ת,רבים,ז	adj_unbound
מלבנים	מלבן	ז,ע,רבים	n_masc_regular
מלבנית	מלבני	ת,יחיד,נ	adj_unbound
מלבנית	מלבני	ת,יחיד,נ,סמיכות	adj_construct
מלגאות	מלגה	נ,ע,רבים	n_fem_regular
מלגאות	מלגה	נ,ע,רבים,סמיכות	n_construct_plural
מלגה	מלגה	נ,ע,יחיד	n_fem_regular
מלגות	מלגה	נ,ע,רבים	n_fem_regular
מלגות	מלגה	נ,ע,רבים,סמיכות	n_construct_plural
מלגזה	מלגזה	נ,ע,יחיד	n_fem_regular
מלגזות	מלגזה	נ,ע,רבים	n_fem_regular
מלגזות	מלגזה	נ,ע,רבים,סמיכות	n_construct_plural
מלגזת	מלגזה	נ,ע,יחיד,סמיכות	n_construct_singular
מלגשי	מלגשי	ת,יחיד,ז	adj_unbound
מלגשי	מלגשי	ת,יחיד,ז,סמיכות	adj_construct
מלגשיות	מלגשי	ת,רבים,נ	adj_unbound
מלגשיות	מלגשי	ת,רבים,נ,סמיכות	adj_construct
מלגשיי	מלגשי	ת,רבים,ז,סמיכות	adj_construct
מלגשיים	מלגשי	ת,רבים,ז	adj_unbound
מלגשים	מלגשי	ע,רבים,ז	n_masc_regular
מלגשית	מלגשי	ת,יחיד,נ	adj_unbound
מלגשית	מלגשי	ת,יחיד,נ,סמיכות	adj_construct
מלגת	מלגה	נ,ע,יחיד,סמיכות	n_construct_singular
מלהיב	מלהיב	ת,יחיד,ז	adj_unbound
מלהיב	מלהיב	ת,יחיד,ז,סמיכות	adj_construct
מלהיבה	מלהיב	ת,יחיד,נ	adj_unbound
מלהיבות	מלהיב	ת,רבים,נ	adj_unbound
מלהיבות	מלהיב	ת,רבים,נ,סמיכות	adj_construct
מלהיבי	מלהיב	ת,רבים,ז,סמיכות	adj_construct
מלהיבים	מלהיב	ת,רבים,ז	adj_unbound
מלהיבת	מלהיב	ת,יחיד,נ,סמיכות	adj_construct
מלוא	מלוא	ז,ע,יחיד	n_masc_regular
מלוא	מלוא	ז,ע,יחיד,סמיכות	n_construct_singular
מלואי	מלוא	ז,ע,רבים,סמיכות	n_construct_plural
מלואים	מלוא	ז,ע,רבים	n_masc_regular
מלודי	מלודי	ת,יחיד,ז	adj_unbound
מלודי	מלודי	ת,יחיד,ז,סמיכות	adj_construct
מלודיה	מלודיה	נ,ע,יחיד	n_fem_regular
מלודיות	מלודי	ת,רבים,נ	adj_unbound
מלודיות	מלודי	ת,רבים,נ,סמיכות	adj_construct
מלודיות	מלודיה	נ,ע,רבים	n_fem_regular
מלודיות	מלודיה	נ,ע,רבים,סמיכות	n_construct_plural
מלודיי	מלודי	ת,רבים,ז,סמיכות	adj_construct
מלודיים	מלודי	ת,רבים,ז	adj_unbound
מלודיית	מלודיה	נ,ע,יחיד,סמיכות	n_construct_singular
מלודית	מלודי	ת,יחיד,נ	adj_unbound
מלודית	מלודי	ת,יחיד,נ,סמיכות	adj_construct
מלודרמה	מלודרמה	נ,ע,יחיד	n_fem_regular
מלודרמות	מלודרמה	נ,ע,רבים	n_fem_regular
מלודרמות	מלודרמה	נ,ע,רבים,סמיכות	n_construct_plural
מלודרמטי	מלודרמטי	ת,יחיד,ז	adj_unbound
מלודרמטי	מלודרמטי	ת,יחיד,ז,סמיכות	adj_construct
מלודרמטיות	מלודרמטי	ת,רבים,נ	adj_unbound
מלודרמטיות	מלודרמטי	ת,רבים,נ,סמיכות	adj_construct
מלודרמטיות	מלודרמטיות	נ,ע,יחיד	n_fem_regular
מלודרמטיות	מלודרמטיות	נ,ע,יחיד,סמיכות	n_construct_singular
מלודרמטיי	מלודרמטי	ת,רבים,ז,סמיכות	adj_construct
מלודרמטיים	מלודרמטי	ת,רבים,ז	adj_unbound
מלודרמטית	מלודרמטי	ת,יחיד,נ	adj_unbound
מלודרמטית	מלודרמטי	ת,יחיד,נ,סמיכות	adj_construct
מלודרמת	מלודרמה	נ,ע,יחיד,סמיכות	n_construct_singular
מלווה	מלווה	ז,ע,יחיד	n_masc_regular
מלווה	מלווה	ז,ע,יחיד,סמיכות	n_construct_singular
מלווי	מלווה	ז,ע,רבים,סמיכות	n_construct_plural
מלווים	מלווה	ז,ע,רבים	n_masc_regular
מלוות	מלווה	ז,ע,רבים	n_masc_regular
מלוות	מלווה	ז,ע,רבים,סמיכות	n_construct_plural
מלוח	מלוח	ת,יחיד,ז	adj_unbound
מלוח	מלוח	ת,יחיד,ז,סמיכות	adj_construct
מלוחה	מלוח	ת,יחיד,נ	adj_unbound
מלוחות	מלוח	ת,רבים,נ	adj_unbound
מלוחות	מלוח	ת,רבים,נ,סמיכות	adj_construct
מלוחי	מלוח	ת,רבים,ז,סמיכות	adj_construct
מלוחים	מלוח	ת,רבים,ז	adj_unbound
מלוחת	מלוח	ת,יחיד,נ,סמיכות	adj_construct
מלוכה	מלוכה	נ,ע,יחיד	n_fem_regular
מלוכלך	מלוכלך	ת,יחיד,ז	adj_unbound
מלוכלך	מלוכלך	ת,יחיד,ז,סמיכות	adj_construct
מלוכלכות	מלוכלך	ת,רבים,נ	adj_unbound
מלוכלכות	מלוכלך	ת,רבים,נ,סמיכות	adj_construct
מלוכלכי	מלוכלך	ת,רבים,ז,סמיכות	adj_construct
מלוכלכים	מלוכלך	ת,רבים,ז	adj_unbound
מלוכלכת	מלוכלך	ת,יחיד,נ	adj_unbound
מלוכלכת	מלוכלך	ת,יחיד,נ,סמיכות	adj_construct
מלוכן	מלוכן	ת,יחיד,ז	adj_unbound
מלוכן	מלוכן	ת,יחיד,ז,סמיכות	adj_construct
מלוכנות	מלוכנות	נ,ע,יחיד	n_fem_regular
מלוכנות	מלוכנות	נ,ע,יחיד,סמיכות	n_construct_singular
מלוכני	מלוכן	ת,רבים,ז,סמיכות	adj_construct
מלוכני	מלוכני	ת,יחיד,ז	adj_unbound
מלוכני	מלוכני	ת,יחיד,ז,סמיכות	adj_construct
מלוכניות	מלוכן	ת,רבים,נ	adj_unbound
מלוכניות	מלוכן	ת,רבים,נ,סמיכות	adj_construct
מלוכניות	מלוכני	ת,רבים,נ	adj_unbound
מלוכניות	מלוכני	ת,רבים,נ,סמיכות	adj_construct
מלוכניי	מלוכני	ת,רבים,ז,סמיכות	adj_construct
מלוכניים	מלוכני	ת,רבים,ז	adj_unbound
מלוכנים	מלוכן	ת,רבים,ז	adj_unbound
מלוכנית	מלוכן	ת,יחיד,נ	adj_unbound
מלוכנית	מלוכן	ת,יחיד,נ,סמיכות	adj_construct
מלוכנית	מלוכני	ת,יחיד,נ	adj_unbound
מלוכנית	מלוכני	ת,יחיד,נ,סמיכות	adj_construct
מלוכסן	מלוכסן	ת,יחיד,ז	adj_unbound
מלוכסן	מלוכסן	ת,יחיד,ז,סמיכות	adj_construct
מלוכסנות	מלוכסן	ת,רבים,נ	adj_unbound
מלוכסנות	מלוכסן	ת,רבים,נ,סמיכות	adj_construct
מלוכסני	מלוכסן	ת,רבים,ז,סמיכות	adj_construct
מלוכסנים	מלוכסן	ת,רבים,ז	adj_unbound
מלוכסנת	מלוכסן	ת,יחיד,נ	adj_unbound
מלוכסנת	מלוכסן	ת,יחיד,נ,סמיכות	adj_construct
מלוכת	מלוכה	נ,ע,יחיד,סמיכות	n_construct_singular
מלומד	מלומד	ז,ע,יחיד	n_masc_regular
מלומד	מלומד	ז,ע,יחיד,סמיכות	n_construct_singular
מלומדות	מלומדת	נ,ע,רבים	n_fem_regular
מלומדות	מלומדת	נ,ע,רבים,סמיכות	n_construct_plural
מלומדי	מלומד	ז,ע,רבים,סמיכות	n_construct_plural
מלומדים	מלומד	ז,ע,רבים	n_masc_regular
מלומדת	מלומדת	נ,ע,יחיד	n_fem_regular
מלומדת	מלומדת	נ,ע,יחיד,סמיכות	n_construct_singular
מלון	מלון	ז,ע,יחיד	n_masc_regular
מלון	מלון	ז,ע,יחיד,סמיכות	n_construct_singular
מלון	מלון	ז,ע,יחיד	n_masc_regular
מלון	מלון	ז,ע,יחיד,סמיכות	n_construct_singular
מלונאות	מלונאות	נ,ע,יחיד	n_fem_regular
מלונאות	מלונאות	נ,ע,יחיד,סמיכות	n_construct_singular
מלונאי	מלונאי	ז,ע,יחיד	n_masc_regular
מלונאי	מלונאי	ז,ע,יחיד,סמיכות	n_construct_singular
מלונאי	מלונאי	ז,ע,רבים,סמיכות	n_construct_plural
מלונאיות	מלונאית	נ,ע,רבים	n_fem_regular
מלונאיות	מלונאית	נ,ע,רבים,סמיכות	n_construct_plural
מלונאים	מלונאי	ז,ע,רבים	n_masc_regular
מלונאית	מלונאית	נ,ע,יחיד	n_fem_regular
מלונאית	מלונאית	נ,ע,יחיד,סמיכות	n_construct_singular
מלונה	מלונה	נ,ע,יחיד	n_fem_regular
מלונות	מלונה	נ,ע,רבים	n_fem_regular
מלונות	מלונה	נ,ע,רבים,סמיכות	n_construct_plural
מלונות	מלון	ז,ע,רבים	n_masc_regular
מלונות	מלון	ז,ע,רבים,סמיכות	n_construct_plural
מלוני	מלון	ז,ע,רבים,סמיכות	n_construct_plural
מלונים	מלון	ז,ע,רבים	n_masc_regular
מלונת	מלונה	נ,ע,יחיד,סמיכות	n_construct_singular
מלזי	מלזי	ת,יחיד,ז	adj_unbound
מלזי	מלזי	ת,יחיד,ז,סמיכות	adj_construct
מלזיות	מלזי	ת,רבים,נ	adj_unbound
מלזיות	מלזי	ת,רבים,נ,סמיכות	adj_construct
מלזיי	מלזי	ת,רבים,ז,סמיכות	adj_construct
מלזיים	מלזי	ת,רבים,ז	adj_unbound
מלזים	מלזי	ע,רבים,ז	n_masc_regular
מלזית	מלזי	ת,יחיד,נ	adj_unbound
מלזית	מלזי	ת,יחיד,נ,סמיכות	adj_construct
מלח	מלח	ז,ע,יחיד	n_masc_regular
מלח	מלח	ז,ע,יחיד,סמיכות	n_construct_singular
מלח	מלח	ז,ע,יחיד	n_masc_regular
מלח	מלח	ז,ע,יחיד,סמיכות	n_construct_singular
מלחי	מלח	ז,ע,רבים,סמיכות	n_construct_plural
מלחי	מלח	ז,ע,רבים,סמיכות	n_construct_plural
מלחי	מלחי	ת,יחיד,ז	adj_unbound
מלחי	מלחי	ת,יחיד,ז,סמיכות	adj_construct
מלחיות	מלחייה	נ,ע,רבים	n_fem_regular
מלחיות	מלחייה	נ,ע,רבים,סמיכות	n_construct_plural
מלחיות	מלחי	ת,רבים,נ	adj_unbound
מלחיות	מלחי	ת,רבים,נ,סמיכות	adj_construct
מלחיי	מלחי	ת,רבים,ז,סמיכות	adj_construct
מלחייה	מלחייה	נ,ע,יחיד	n_fem_regular
מלחיים	מלחי	ת,רבים,ז	adj_unbound
מלחיית	מלחייה	נ,ע,יחיד,סמיכות	n_construct_singular
מלחים	מלח	ז,ע,רבים	n_masc_regular
מלחים	מלח	ז,ע,רבים	n_masc_regular
מלחין	מלחין	ז,ע,יחיד	n_masc_regular
מלחין	מלחין	ז,ע,יחיד,סמיכות	n_construct_singular
מלחינה	מלחינה	נ,ע,יחיד	n_fem_regular
מלחינות	מלחינה	נ,ע,רבים	n_fem_regular
מלחינות	מלחינה	נ,ע,רבים,סמיכות	n_construct_plural
מלחיני	מלחין	ז,ע,רבים,סמיכות	n_construct_plural
מלחינים	מלחין	ז,ע,רבים	n_masc_regular
מלחינת	מלחינה	נ,ע,יחיד,סמיכות	n_construct_singular
מלחית	מלחי	ת,יחיד,נ	adj_unbound
מלחית	מלחי	ת,יחיד,נ,סמיכות	adj_construct
מלחמה	מלחמה	נ,ע,יחיד	n_fem_regular
מלחמות	מלחמה	נ,ע,רבים	n_fem_regular
מלחמות	מלחמה	נ,ע,רבים,סמיכות	n_construct_plural
מלחמת	מלחמה	נ,ע,יחיד,סמיכות	n_construct_singular
מלחמתי	מלחמתי	ת,יחיד,ז	adj_unbound
מלחמתי	מלחמתי	ת,יחיד,ז,סמיכות	adj_construct
מלחמתיות	מלחמתי	ת,רבים,נ	adj_unbound
מלחמתיות	מלחמתי	ת,רבים,נ,סמיכות	adj_construct
מלחמתיות	מלחמתיות	נ,ע,יחיד	n_fem_regular
מלחמתיות	מלחמתיות	נ,ע,יחיד,סמיכות	n_construct_singular
מלחמתיי	מלחמתי	ת,רבים,ז,סמיכות	adj_construct
מלחמתיים	מלחמתי	ת,רבים,ז	adj_unbound
מלחמתית	מלחמתי	ת,יחיד,נ	adj_unbound
מלחמתית	מלחמתי	ת,יחיד,נ,סמיכות	adj_construct
מלחצות	מלחצת	נ,ע,רבים	n_fem_regular
מלחצות	מלחצת	נ,ע,רבים,סמיכות	n_construct_plural
מלחצי	מלחץ	ז,ע,רבים,סמיכות	n_construct_plural
מלחציים	מלחץ	ז,ע,רבים	n_masc_regular
מלחצת	מלחצת	נ,ע,יחיד	n_fem_regular
מלחצת	מלחצת	נ,ע,יחיד,סמיכות	n_construct_singular
מלט	מלט	ז,ע,יחיד	n_masc_regular
מלטונין	מלטונין	ז,ע,יחיד	n_masc_regular
מלטזי	מלטזי	ת,יחיד,ז	adj_unbound
מלטזי	מלטזי	ת,יחיד,ז,סמיכות	adj_construct
מלטזיות	מלטזי	ת,רבים,נ	adj_unbound
מלטזיות	מלטזי	ת,רבים,נ,סמיכות	adj_construct
מלטזיי	מלטזי	ת,רבים,ז,סמיכות	adj_construct
מלטזיים	מלטזי	ת,רבים,ז	adj_unbound
מלטזים	מלטזי	ע,רבים,ז	n_masc_regular
מלטזית	מלטזי	ת,יחיד,נ	adj_unbound
מלטזית	מלטזי	ת,יחיד,נ,סמיכות	adj_construct
מלטשה	מלטשה	נ,ע,יחיד	n_fem_regular
מלטשות	מלטשה	נ,ע,רבים	n_fem_regular
מלטשות	מלטשה	נ,ע,רבים,סמיכות	n_construct_plural
מלטשת	מלטשה	נ,ע,יחיד,סמיכות	n_construct_singular
מליאה	מליאה	נ,ע,יחיד	n_fem_regular
מליאות	מליאה	נ,ע,רבים	n_fem_regular
מליאות	מליאה	נ,ע,רבים,סמיכות	n_construct_plural
מליאת	מליאה	נ,ע,יחיד,סמיכות	n_construct_singular
מליות	מלית	נ,ע,רבים	n_fem_regular
מליות	מלית	נ,ע,רבים,סמיכות	n_construct_plural
מליח	מליח	ז,ע,יחיד	n_masc_regular
מליח	מליח	ז,ע,יחיד,סמיכות	n_construct_singular
מליחויות	מליחות	נ,ע,רבים	n_fem_regular
מליחויות	מליחות	נ,ע,רבים,סמיכות	n_construct_plural
מליחות	מליחות	נ,ע,יחיד	n_fem_regular
מליחות	מליחות	נ,ע,יחיד,סמיכות	n_construct_singular
מליחי	מליח	ז,ע,רבים,סמיכות	n_construct_plural
מליחים	מליח	ז,ע,רבים	n_masc_regular
מליסה	מליסה	נ,ע,יחיד	n_fem_regular
מליץ	מליץ	ז,ע,יחיד	n_masc_regular
מליץ	מליץ	ז,ע,יחיד,סמיכות	n_construct_singular
מליצה	מליצה	נ,ע,יחיד	n_fem_regular
מליצות	מליצה	נ,ע,רבים	n_fem_regular
מליצות	מליצה	נ,ע,רבים,סמיכות	n_construct_plural
מליצי	מליצי	ת,יחיד,ז	adj_unbound
מליצי	מליצי	ת,יחיד,ז,סמיכות	adj_construct
מליצי	מליץ	ז,ע,רבים,סמיכות	n_construct_plural
מליציות	מליצי	ת,רבים,נ	adj_unbound
מליציות	מליצי	ת,רבים,נ,סמיכות	adj_construct
מליציות	מליציות	נ,ע,יחיד	n_fem_regular
מליציות	מליציות	נ,ע,יחיד,סמיכות	n_construct_singular
מליציי	מליצי	ת,רבים,ז,סמיכות	adj_construct
מליציים	מליצי	ת,רבים,ז	adj_unbound
מליצים	מליץ	ז,ע,רבים	n_masc_regular
מליצית	מליצי	ת,יחיד,נ	adj_unbound
מליצית	מליצי	ת,יחיד,נ,סמיכות	adj_construct
מליצת	מליצה	נ,ע,יחיד,סמיכות	n_construct_singular
מלית	מלית	נ,ע,יחיד	n_fem_regular
מלית	מלית	נ,ע,יחיד,סמיכות	n_construct_singular
מלך	מלך	ז,ע,יחיד	n_masc_regular
מלך	מלך	ז,ע,יחיד,סמיכות	n_construct_singular
מלכה	מלכה	נ,ע,יחיד	n_fem_regular
מלכוד	מלכוד	ז,ע,יחיד	n_masc_regular
מלכוד	מלכוד	ז,ע,יחיד,סמיכות	n_construct_singular
מלכודות	מלכודת	נ,ע,רבים	n_fem_regular
מלכודות	מלכודת	נ,ע,רבים,סמיכות	n_construct_plural
מלכודי	מלכוד	ז,ע,רבים,סמיכות	n_construct_plural
מלכודים	מלכוד	ז,ע,רבים	n_masc_regular
מלכודת	מלכודת	נ,ע,יחיד	n_fem_regular
מלכודת	מלכודת	נ,ע,יחיד,סמיכות	n_construct_singular
מלכויות	מלכות	נ,ע,רבים	n_fem_regular
מלכויות	מלכות	נ,ע,רבים,סמיכות	n_construct_plural
מלכות	מלכה	נ,ע,רבים	n_fem_regular
מלכות	מלכה	נ,ע,רבים,סמיכות	n_construct_plural
מלכות	מלכות	נ,ע,יחיד	n_fem_regular
